FechaHora,Nitrogeno,Fosforo,Potasio,Conductividad_Electrica,pH,Humedad,Temperatura
2024-10-17 13:20:00,40.5489885200124,22.36954314720812,132.14181818181822,6.27,5.454529158699808,84.0,9.44
2024-10-17 13:30:00,40.64427551970214,22.28223350253807,131.93272727272733,6.27,5.453943594646271,83.79,9.67
2024-10-17 13:40:00,40.66661495501086,22.21695431472081,131.7036363636364,6.27,5.452163001912046,83.52,9.78
2024-10-17 13:50:00,40.61848898541731,22.13269035532995,131.48545454545462,6.27,5.45019120458891,82.92,10.18
2024-10-17 14:00:00,40.70152032268073,22.06842639593908,131.28727272727278,6.27,5.448350860420649,84.09,9.82
2024-10-17 14:10:00,40.72215327334781,21.991269035532994,131.069090909091,6.27,5.448052103250477,83.18,9.91
2024-10-17 14:20:00,40.7449581135588,21.915126903553293,130.82000000000005,6.27,5.447155831739961,80.0,10.05
2024-10-17 14:30:00,40.82985107043128,21.84203045685279,130.62181818181824,6.27,5.445793499043977,78.9,9.97
2024-10-17 14:40:00,40.91396835246665,21.790964467005075,130.41454545454548,6.26,5.444634321223709,78.43,10.19
2024-10-17 14:50:00,40.8573099596649,21.72091370558375,130.17636363636367,6.26,5.44378585086042,76.46,10.5
2024-10-17 15:00:00,40.93910021718895,21.671878172588823,129.95818181818186,6.26,5.443989005736137,74.48,10.57
2024-10-17 15:10:00,40.941737511635125,21.585888324873093,129.72909090909096,6.26,5.444921128107074,74.39,10.52
2024-10-17 15:20:00,40.94902885510394,21.52192893401015,129.52000000000004,6.25,5.446307361376673,75.86,10.37
2024-10-17 15:30:00,40.94995966490846,21.4589847715736,129.26000000000005,6.25,5.448960325047802,76.51,10.48
2024-10-17 15:40:00,40.95787154824698,21.39705583756345,129.02181818181822,6.25,5.450501912045889,74.59,10.84
2024-10-17 15:50:00,40.95911262798635,21.33614213197969,128.82545454545462,6.24,5.450681166347993,71.76,11.08
2024-10-17 16:00:00,40.963766677009,21.28131979695431,128.60727272727277,6.24,5.451195028680688,70.79,11.23
2024-10-17 16:10:00,40.971213155445234,21.20751269035533,128.39818181818188,6.24,5.450525812619502,70.15,11.25
2024-10-17 16:20:00,41.04105802047782,21.17573604060913,128.19090909090914,6.24,5.448040152963671,71.7,10.67
2024-10-17 16:30:00,41.108730995966496,21.14598984771573,127.96363636363644,6.24,5.44539913957935,73.85,10.18
2024-10-17 16:40:00,41.034387216878685,21.097258883248728,127.73636363636368,6.24,5.442519120458892,77.48,9.32
2024-10-17 16:50:00,41.02678560347502,21.06954314720812,127.54000000000003,6.24,5.4393761950286805,75.06,9.75
2024-10-17 17:00:00,41.02942289792119,21.023857868020304,127.3236363636364,6.23,5.437177342256214,77.36,9.27
2024-10-17 17:10:00,41.03686937635743,20.96020304568528,127.14727272727276,6.23,5.435086042065009,78.75,9.03
2024-10-17 17:20:00,41.04912503878374,20.918578680203044,126.96181818181822,6.24,5.43328154875717,78.31,9.39
2024-10-17 17:30:00,41.0545547626435,20.85695431472081,126.78727272727276,6.26,5.431560707456979,76.29,9.94
2024-10-17 17:40:00,40.983313682904125,20.817360406091368,126.6236363636364,6.3,5.4302820267686425,71.87,10.95
2024-10-17 17:50:00,40.99184610611231,20.758781725888323,126.46000000000006,6.34,5.427413957934991,69.16,11.58
2024-10-17 18:00:00,40.98951908160099,20.722233502538067,126.29636363636372,6.42,5.423816921606119,70.4,12.1
2024-10-17 18:10:00,41.06650015513496,20.68771573604061,126.1636363636364,6.49,5.420052581261951,69.93,11.91
2024-10-17 18:20:00,41.06479367049333,20.653197969543147,126.01090909090917,6.55,5.415547323135755,69.39,12.67
2024-10-17 18:30:00,40.99060502637294,20.63969543147208,125.85818181818188,6.68,5.409082217973231,68.0,13.21
2024-10-17 18:40:00,40.99076016134036,20.60619289340101,125.71636363636372,6.68,5.40421845124283,64.72,13.89
2024-10-17 18:50:00,41.050210983555694,20.57472081218274,125.6054545454546,6.69,5.400167304015296,62.91,14.66
2024-10-17 19:00:00,41.024458578963696,20.543248730964464,125.47454545454552,6.68,5.39559034416826,60.74,14.95
2024-10-17 19:10:00,40.99637914986037,20.49279187817259,125.32181818181826,6.68,5.389651051625238,53.8,15.75
2024-10-17 19:20:00,40.97047161030096,20.463350253807103,125.19090909090914,6.68,5.384500478011472,53.05,16.28
2024-10-17 19:30:00,40.99811976419485,20.43492385786801,125.07090909090915,6.67,5.380222275334608,52.31,16.76
2024-10-17 19:40:00,40.8955414210363,20.38751269035533,124.96000000000008,6.67,5.376864244741873,50.01,17.35
2024-10-17 19:50:00,40.78179336022339,20.34010152284264,124.85090909090918,6.67,5.374127629063097,48.58,18.14
2024-10-17 20:00:00,40.71493018926466,20.29472081218274,124.74181818181826,6.66,5.371438814531549,46.13,18.93
2024-10-17 20:10:00,40.57651566863171,20.270355329949236,124.63272727272738,6.66,5.368929254302103,45.21,19.74
